acquisition_campaignID,NPU_Count,Repeat_Rate,D7_Retention,D30_Retention,D60_Retention,Avg_Post_Tx,Avg_Post_GMV,Avg_Post_Discount,Post_Non_Promo_Tx_Share,Avg_Post_Category_Count,Avg_Post_Merchant_Count
8928,52.0,0.8076923076923077,0.29411764705882354,0.75,0.8409090909090909,6.038461538461538,2059349.0192307692,12378.846153846154,0.8280254777070064,1.3653846153846154,1.8846153846153846
8929,55.0,0.9090909090909091,0.23636363636363636,0.7636363636363637,0.96,4.781818181818182,4755378.4,10200.0,0.7984790874524715,1.4181818181818182,1.8545454545454545
8930,16.0,0.8125,0.1875,0.8,0.875,3.6875,1098939.375,11687.5,0.6610169491525424,1.25,2.0
8931,12.0,0.6666666666666666,0.36363636363636365,0.6,0.7777777777777778,2.3333333333333335,679055.5833333334,2916.6666666666665,0.8214285714285714,1.0833333333333333,1.1666666666666667
8932,3740.0,0.28823529411764703,0.15870746354017728,0.2928679817905918,0.34254431699687177,2.0505347593582886,197834.33502673797,5525.0569518716575,0.8323119050723693,0.4286096256684492,0.6088235294117647
8933,136.0,0.5735294117647058,0.4,0.5648148148148148,0.6265060240963856,3.7941176470588234,88784.11029411765,6227.941176470588,0.8817829457364341,0.7058823529411765,1.0
8934,178.0,0.6235955056179775,0.20224719101123595,0.5,0.6028368794326241,3.865168539325843,695953.3707865168,13297.91011235955,0.7020348837209303,1.0786516853932584,1.4606741573033708
8935,43.0,0.7441860465116279,0.45,0.7096774193548387,0.85,6.3023255813953485,2163422.0465116277,37511.395348837206,0.7011070110701108,1.4651162790697674,2.3488372093023258
8936,22.0,0.7272727272727273,0.5,0.6363636363636364,0.7333333333333333,17.636363636363637,3670453.4545454546,32045.454545454544,0.8891752577319587,1.2272727272727273,2.0454545454545454
8937,24.0,0.7916666666666666,0.4583333333333333,0.782608695652174,0.9230769230769231,5.25,3477945.9166666665,17583.333333333332,0.8333333333333334,1.4583333333333333,2.0416666666666665
8938,10.0,0.1,0.0,0.1111111111111111,0.1111111111111111,0.3,306724.2,0.0,1.0,0.1,0.3
8939,9.0,0.8888888888888888,0.5555555555555556,0.75,1.0,6.555555555555555,4239486.666666667,30000.0,0.6779661016949152,2.0,3.4444444444444446
8940,26.0,0.6538461538461539,0.4,0.5,0.6923076923076923,3.8461538461538463,419475.6538461539,8730.73076923077,0.86,1.3846153846153846,1.5
